,position,total_points,transfers_change,selected,was_home,teamsStrDiff,lag_influence,lag_creativity,lag_threat,clean_sheets
33618,MID,1,158515,179540,True,250.0,6.6,14.8,4.0,0
4674,MID,1,-2009,175566,False,265.0,6.6,14.8,4.0,0
34399,MID,1,-2009,175566,False,280.0,15.6,55.4,42.0,0
5422,MID,1,-22379,154735,False,15.0,15.6,55.4,42.0,0
35147,MID,1,-22379,154735,False,115.0,12.0,0.3,4.0,0
6151,MID,6,-20330,138075,True,145.0,12.0,0.3,4.0,0
35876,MID,6,-20330,138075,True,175.0,23.8,25.8,39.0,0
6882,MID,1,3646,144266,False,240.0,23.8,25.8,39.0,0
36607,MID,1,3646,144266,False,205.0,2.0,0.5,2.0,0
7615,MID,22,-3494,142418,True,255.0,2.0,0.5,2.0,0
37340,MID,22,-3494,142418,True,255.0,113.4,60.2,45.0,0
9102,MID,5,78840,787311,True,-15.0,8.0,2.1,37.0,0
38827,MID,5,78840,787311,True,260.0,31.2,53.4,43.0,0
9855,MID,1,183442,981070,True,125.0,31.2,53.4,43.0,0
39580,MID,1,183442,981070,True,130.0,0.0,8.8,51.0,0
15079,MID,2,3244,266629,False,260.0,0.0,0.0,0.0,0
44804,MID,2,3244,266629,False,150.0,13.0,44.6,44.0,0
15876,MID,1,2861,271548,True,305.0,13.0,44.6,44.0,0
45601,MID,1,2861,271548,True,130.0,19.4,48.2,12.0,0
16682,MID,1,-13042,258884,False,265.0,19.4,48.2,12.0,0
46407,MID,1,-13042,258884,False,245.0,5.0,15.8,2.0,0
17494,MID,3,-17960,241563,True,255.0,5.0,15.8,2.0,1
47219,MID,3,-17960,241563,True,250.0,13.2,31.3,33.0,1
18439,MID,2,22702,269502,True,165.0,13.2,31.3,33.0,0
48164,MID,2,22702,269502,True,250.0,18.2,50.1,62.0,0
18440,MID,1,22702,269502,True,255.0,18.2,50.1,62.0,0
48165,MID,1,22702,269502,True,170.0,1.6,6.7,10.0,0
19166,MID,1,-5858,261127,False,265.0,1.6,6.7,10.0,0
48891,MID,1,-5858,261127,False,325.0,3.0,1.8,11.0,0
19953,MID,1,-24364,236597,True,135.0,3.0,1.8,11.0,0
49678,MID,1,-24364,236597,True,130.0,4.8,17.0,42.0,0
20852,MID,1,-25964,210755,False,125.0,4.8,17.0,42.0,0
50577,MID,1,-25964,210755,False,260.0,2.4,1.6,29.0,0
22061,MID,1,-3711,200451,True,-10.0,2.4,1.6,29.0,0
51786,MID,1,-3711,200451,True,65.0,1.4,1.8,16.0,0
22905,MID,6,-2491,198277,True,70.0,1.4,1.8,16.0,0
52630,MID,6,-2491,198277,True,250.0,38.2,51.6,53.0,0
24602,MID,16,13953,214501,True,265.0,0.0,0.0,0.0,0
54327,MID,16,13953,214501,True,75.0,62.0,46.4,76.0,0
25640,MID,1,9824,224304,False,265.0,62.0,46.4,76.0,0
55365,MID,1,9824,224304,False,190.0,5.0,0.3,17.0,0
26632,MID,1,-6121,219634,False,300.0,5.0,0.3,17.0,0
56357,MID,1,-6121,219634,False,310.0,0.0,2.1,6.0,0
27517,MID,1,-4293,215847,True,255.0,0.0,2.1,6.0,0
57242,MID,1,-4293,215847,True,260.0,10.2,15.8,17.0,0
28584,MID,1,-5877,210018,False,310.0,10.2,15.8,17.0,0
58309,MID,1,-5877,210018,False,230.0,2.0,1.0,21.0,0
28585,MID,4,-5877,210018,False,195.0,2.0,1.0,21.0,0
58310,MID,4,-5877,210018,False,205.0,7.2,1.7,25.0,0
29512,MID,5,-3449,207203,True,210.0,7.2,1.7,25.0,0
59237,MID,5,-3449,207203,True,220.0,44.0,39.4,72.0,0
270,MID,2,0,407159,True,250.0,6.8,14.1,19.0,0
29995,MID,2,0,407159,True,145.0,9.4,30.3,15.0,0
902,MID,2,-63530,377081,False,295.0,9.4,30.3,15.0,1
30627,MID,2,-63530,377081,False,230.0,0.0,13.8,6.0,1
1531,MID,1,-76821,308042,True,175.0,0.0,13.8,6.0,0
31256,MID,1,-76821,308042,True,130.0,5.4,23.6,13.0,0
2225,MID,2,-84114,228041,True,130.0,5.4,23.6,13.0,0
31950,MID,2,-84114,228041,True,25.0,7.8,12.3,21.0,0
2933,MID,1,-36089,197269,False,270.0,7.8,12.3,21.0,0
32658,MID,1,-36089,197269,False,190.0,2.4,0.3,2.0,0
4406,MID,7,-11888,170271,False,265.0,5.2,1.7,3.0,1
34131,MID,7,-11888,170271,False,250.0,39.6,3.5,26.0,1
5178,MID,4,-4475,167477,True,-15.0,39.6,3.5,26.0,0
34903,MID,4,-4475,167477,True,-115.0,17.2,11.4,6.0,0
5906,MID,1,-3441,165616,False,240.0,17.2,11.4,6.0,0
35631,MID,1,-3441,165616,False,200.0,0.0,0.8,0.0,0
6637,MID,3,-5493,160775,True,310.0,0.0,0.8,0.0,1
36362,MID,3,-5493,160775,True,175.0,4.2,16.3,9.0,1
7369,MID,1,-4952,156522,False,260.0,4.2,16.3,9.0,0
37094,MID,1,-4952,156522,False,75.0,5.2,3.3,23.0,0
8109,MID,1,1092,158817,True,300.0,5.2,3.3,23.0,0
37834,MID,1,1092,158817,True,25.0,0.0,12.5,23.0,0
8852,MID,6,-2707,156951,False,265.0,0.0,12.5,23.0,0
38577,MID,6,-2707,156951,False,170.0,36.8,1.2,35.0,0
9603,MID,1,9277,167388,True,250.0,36.8,1.2,35.0,0
39328,MID,1,9277,167388,True,155.0,1.4,0.5,0.0,0
10356,MID,7,-1402,166167,False,310.0,1.4,0.5,0.0,0
40081,MID,7,-1402,166167,False,65.0,41.0,42.0,37.0,0
11114,MID,2,5391,172580,False,205.0,41.0,42.0,37.0,0
40839,MID,2,5391,172580,False,215.0,8.6,22.3,21.0,0
11843,MID,8,1854,175525,True,140.0,8.6,22.3,21.0,1
41568,MID,8,1854,175525,True,70.0,30.6,6.6,30.0,1
12533,MID,1,6037,182893,False,125.0,30.6,6.6,30.0,0
42258,MID,1,6037,182893,False,185.0,2.2,5.3,8.0,0
14037,MID,2,-2033,170193,False,310.0,0.0,0.0,0.0,0
43762,MID,2,-2033,170193,False,155.0,2.4,14.3,0.0,0
14817,MID,3,691,172722,True,250.0,2.4,14.3,0.0,1
44542,MID,3,691,172722,True,150.0,5.8,2.3,4.0,1
15609,MID,1,-3265,170472,False,300.0,5.8,2.3,4.0,0
45334,MID,1,-3265,170472,False,235.0,5.6,10.6,2.0,0
16411,MID,4,-4196,166500,True,-20.0,5.6,10.6,2.0,0
46136,MID,4,-4196,166500,True,155.0,11.6,25.8,49.0,0
17223,MID,3,-2115,165031,False,265.0,11.6,25.8,49.0,1
46948,MID,3,-2115,165031,False,185.0,14.8,37.8,26.0,1
18108,MID,12,-1849,163708,False,320.0,14.8,37.8,26.0,1
47833,MID,12,-1849,163708,False,120.0,40.6,11.8,36.0,1
18952,MID,14,7490,174090,True,70.0,40.6,11.8,36.0,1
48677,MID,14,7490,174090,True,-15.0,47.4,14.8,33.0,1
19676,MID,14,59959,234648,False,335.0,47.4,14.8,33.0,1
49401,MID,14,59959,234648,False,220.0,62.6,48.8,50.0,1
20548,MID,7,73678,312262,True,250.0,62.6,48.8,50.0,0
50273,MID,7,73678,312262,True,65.0,34.6,5.3,48.0,0
21780,MID,3,38863,347521,False,10.0,34.6,5.3,48.0,1
51505,MID,3,38863,347521,False,-65.0,7.4,0.8,33.0,1
22624,MID,5,87589,436575,True,260.0,7.4,0.8,33.0,1
52349,MID,5,87589,436575,True,-30.0,18.4,14.9,30.0,1
23470,MID,14,23167,459968,False,265.0,18.4,14.9,30.0,1
53195,MID,14,23167,459968,False,115.0,57.0,47.3,52.0,1
24320,MID,1,210403,672956,True,65.0,57.0,47.3,52.0,0
54045,MID,1,210403,672956,True,145.0,11.8,20.2,56.0,0
25276,MID,3,166413,927314,False,265.0,11.8,20.2,56.0,1
55001,MID,3,166413,927314,False,205.0,13.2,27.5,56.0,1
25277,MID,14,166413,927314,True,160.0,13.2,27.5,56.0,1
55002,MID,14,166413,927314,True,145.0,75.2,26.0,96.0,1
26312,MID,13,-51391,787861,False,195.0,75.2,26.0,96.0,0
56037,MID,13,-51391,787861,False,130.0,62.4,23.9,39.0,0
27232,MID,5,166020,962251,True,250.0,62.4,23.9,39.0,1
56957,MID,5,166020,962251,True,150.0,20.4,35.3,50.0,1
28202,MID,6,-83580,859649,False,240.0,20.4,35.3,50.0,1
57927,MID,6,-83580,859649,False,130.0,25.6,24.7,6.0,1
29224,MID,6,417112,1323693,True,250.0,25.6,24.7,6.0,0
58949,MID,6,417112,1323693,True,145.0,29.4,13.6,83.0,0
44661,MID,1,0,0,False,240.0,29.4,13.6,83.0,0
51524,DEF,1,15,1286,True,-20.0,0.0,0.0,0.0,0
55025,DEF,1,83,1819,True,-25.0,0.0,0.0,0.0,0
58968,DEF,1,101,2379,False,45.0,0.0,0.0,0.0,0
29832,MID,5,0,3166456,True,-105.0,0.0,0.0,0.0,0
30483,MID,12,48485,3482735,False,95.0,28.6,61.9,22.0,0
31088,MID,1,567621,4235929,True,40.0,64.6,49.1,35.0,0
31777,MID,5,-334818,3908962,True,-90.0,3.2,32.3,32.0,0
32482,MID,2,-111359,3885491,False,20.0,26.0,33.3,35.0,0
33199,MID,14,76494,3998760,True,75.0,6.6,6.4,35.0,0
33929,MID,1,380149,4427304,False,105.0,69.0,0.8,70.0,0
34724,MID,2,-286974,4107571,True,80.0,5.0,28.7,17.0,0
35451,MID,2,-392787,3746565,False,-175.0,4.6,4.5,10.0,0
36182,MID,2,37596,3811549,True,55.0,11.0,3.1,37.0,0
36913,MID,6,-51360,3772048,False,80.0,9.4,20.4,20.0,0
37647,MID,1,120997,3913673,True,100.0,5.4,11.7,33.0,0
39139,MID,1,-400355,2434841,False,90.0,0.0,0.0,0.0,0
39892,MID,5,-88800,2355151,True,-10.0,10.0,13.0,59.0,0
40649,MID,1,94607,2460993,True,-50.0,31.8,43.5,16.0,0
41398,MID,1,-159687,2287086,False,-70.0,2.4,16.5,59.0,0
42084,MID,2,-81108,2216139,False,120.0,0.4,12.6,4.0,0
46741,MID,2,-21597,1434565,False,20.0,0.0,0.0,0.0,0
47578,MID,9,5494,1442050,False,110.0,21.2,13.0,27.0,1
30309,DEF,5,0,51675,False,5.0,0.0,0.0,0.0,1
30912,DEF,1,3145,62758,True,-85.0,24.2,16.6,0.0,0
33000,DEF,6,2315,60605,True,-180.0,6.8,0.9,4.0,1
39682,DEF,7,-313,29961,False,0.0,0.0,0.0,0.0,0
43354,DEF,1,-402,32353,False,65.0,0.0,0.0,0.0,0
44912,DEF,2,-833,31074,False,15.0,0.0,0.0,0.0,0
46519,DEF,1,-286,30976,False,-65.0,0.0,0.0,0.0,0
51112,DEF,1,318,30186,True,-125.0,0.0,0.0,0.0,0
51903,DEF,1,-70,28762,False,35.0,1.4,0.5,0.0,0
52747,DEF,1,-46,28758,False,50.0,0.4,1.4,0.0,0
59358,DEF,1,-95,28030,False,-120.0,0.0,0.0,0.0,0
453,MID,1,0,1377801,False,320.0,0.0,0.0,0.0,0
30178,MID,1,0,1377801,False,195.0,2.4,18.8,1.0,0
15030,MID,12,841021,1066438,False,260.0,0.0,0.0,0.0,0
44755,MID,12,841021,1066438,False,150.0,55.6,40.4,13.0,0
15826,MID,7,1674116,2745864,True,305.0,55.6,40.4,13.0,1
45551,MID,7,1674116,2745864,True,130.0,21.4,26.3,10.0,1
16631,MID,5,433562,3166764,False,265.0,21.4,26.3,10.0,0
46356,MID,5,433562,3166764,False,245.0,37.6,71.6,32.0,0
17443,MID,4,172833,3348399,True,255.0,37.6,71.6,32.0,0
47168,MID,4,172833,3348399,True,250.0,16.8,13.2,4.0,0
18378,MID,2,37516,3431624,True,165.0,16.8,13.2,4.0,0
48103,MID,2,37516,3431624,True,250.0,32.4,123.8,15.0,0
19902,MID,2,-407194,2797323,True,135.0,0.4,1.3,2.0,0
49627,MID,2,-407194,2797323,True,130.0,12.2,75.7,26.0,0
20795,MID,6,-405158,2393746,False,125.0,12.2,75.7,26.0,0
50520,MID,6,-405158,2393746,False,260.0,26.6,39.2,13.0,0
22010,MID,3,-472350,1535265,True,-10.0,26.6,39.2,13.0,1
51735,MID,3,-472350,1535265,True,65.0,16.4,59.7,10.0,1
23700,MID,18,-97789,1333093,False,295.0,0.0,0.0,0.0,0
53425,MID,18,-97789,1333093,False,305.0,100.8,62.8,51.0,0
24551,MID,2,233207,1575433,True,265.0,100.8,62.8,51.0,1
54276,MID,2,233207,1575433,True,75.0,23.2,94.3,53.0,1
25576,MID,9,-130553,1420476,False,265.0,23.2,94.3,53.0,1
55301,MID,9,-130553,1420476,False,190.0,39.4,11.4,24.0,1
26573,MID,11,174375,1629512,False,300.0,39.4,11.4,24.0,1
56298,MID,11,174375,1629512,False,310.0,43.8,46.3,36.0,1
27466,MID,2,380705,2014014,True,255.0,43.8,46.3,36.0,0
57191,MID,2,380705,2014014,True,260.0,8.2,31.7,16.0,0
28514,MID,6,104849,2140414,False,310.0,8.2,31.7,16.0,1
58239,MID,6,104849,2140414,False,230.0,37.0,93.8,30.0,1
28515,MID,6,104849,2140414,False,195.0,37.0,93.8,30.0,1
58240,MID,6,104849,2140414,False,205.0,24.8,11.2,19.0,1
29461,MID,2,-310874,1790463,True,210.0,24.8,11.2,19.0,0
59186,MID,2,-310874,1790463,True,220.0,28.6,79.6,51.0,0
264,DEF,2,0,2707037,True,-180.0,0.0,0.0,0.0,0
29989,DEF,2,0,2707037,True,110.0,17.0,55.8,2.0,0
897,DEF,2,-96548,2916692,False,-75.0,17.0,55.8,2.0,0
30622,DEF,2,-96548,2916692,False,-90.0,27.6,19.5,2.0,0
2218,DEF,1,-40432,2984483,False,180.0,22.2,61.4,4.0,0
31943,DEF,1,-40432,2984483,False,90.0,25.0,15.3,0.0,0
2926,DEF,8,-57126,2989121,True,5.0,25.0,15.3,0.0,1
32651,DEF,8,-57126,2989121,True,30.0,19.2,36.2,7.0,1
3643,DEF,18,188585,3217379,False,250.0,19.2,36.2,7.0,1
33368,DEF,18,188585,3217379,False,195.0,69.6,65.1,2.0,1
4398,DEF,12,810354,4127650,True,55.0,69.6,65.1,2.0,1
34123,DEF,12,810354,4127650,True,-10.0,39.8,69.2,4.0,1
5171,DEF,6,478922,4611041,False,180.0,39.8,69.2,4.0,0
34896,DEF,6,478922,4611041,False,160.0,36.8,72.2,4.0,0
5899,DEF,10,264001,4898315,True,5.0,36.8,72.2,4.0,1
35624,DEF,10,264001,4898315,True,115.0,27.0,42.2,0.0,1
7362,DEF,9,-165556,4902141,True,-260.0,12.0,39.7,4.0,1
37087,DEF,9,-165556,4902141,True,-75.0,20.0,16.9,2.0,1
8102,DEF,1,207984,5172443,False,180.0,20.0,16.9,2.0,0
37827,DEF,1,207984,5172443,False,225.0,11.0,13.7,4.0,0
8845,DEF,1,-12601,5158252,True,-85.0,11.0,13.7,4.0,0
38570,DEF,1,-12601,5158252,True,110.0,20.6,41.7,5.0,0
9596,DEF,12,-66808,5102082,True,-115.0,20.6,41.7,5.0,1
39321,DEF,12,-66808,5102082,True,-10.0,47.0,73.4,4.0,1
10349,DEF,1,121971,5243670,False,185.0,47.0,73.4,4.0,0
40074,DEF,1,121971,5243670,False,165.0,23.8,27.5,11.0,0
12526,DEF,2,114805,4595012,False,225.0,0.0,0.0,0.0,0
42251,DEF,2,114805,4595012,False,40.0,44.6,87.8,8.0,0
13258,DEF,1,-1051,4566922,True,5.0,44.6,87.8,8.0,0
42983,DEF,1,-1051,4566922,True,110.0,18.6,38.1,8.0,0
14809,DEF,1,-179069,4009771,True,-260.0,0.0,0.0,0.0,0
44534,DEF,1,-179069,4009771,True,-150.0,31.2,25.7,0.0,0
15601,DEF,7,-148594,3878280,False,120.0,31.2,25.7,0.0,0
45326,DEF,7,-148594,3878280,False,190.0,37.8,61.6,0.0,0
16403,DEF,9,299214,4190534,True,15.0,37.8,61.6,0.0,0
46128,DEF,9,299214,4190534,True,-65.0,62.6,28.0,17.0,0
17215,DEF,4,228663,4430340,False,215.0,62.6,28.0,17.0,0
46940,DEF,4,228663,4430340,False,210.0,31.8,26.8,0.0,0
18099,DEF,1,55201,4448707,True,5.0,31.8,26.8,0.0,0
47824,DEF,1,55201,4448707,True,115.0,19.6,31.0,6.0,0
19668,DEF,1,-36200,4465443,True,5.0,17.0,8.5,2.0,0
49393,DEF,1,-36200,4465443,True,120.0,6.6,1.0,2.0,0
28190,DEF,1,-34382,2285485,True,-105.0,0.0,0.0,0.0,0
57915,DEF,1,-34382,2285485,True,35.0,0.4,0.1,0.0,0
28191,DEF,1,-34382,2285485,False,155.0,0.4,0.1,0.0,0
57916,DEF,1,-34382,2285485,False,105.0,7.0,37.8,2.0,0
29216,DEF,1,21202,2311292,False,180.0,7.0,37.8,2.0,0
58941,DEF,1,21202,2311292,False,145.0,0.6,0.9,0.0,0
8727,MID,3,88,3471,False,125.0,0.0,0.0,0.0,1
9476,MID,2,8305,12445,False,115.0,17.2,4.3,2.0,0
11728,MID,2,-1500,14889,False,-20.0,0.0,0.0,0.0,1
12418,MID,2,44,15177,False,120.0,19.4,0.8,2.0,0
13134,MID,2,1104,16613,True,-160.0,18.4,17.6,11.0,0
13906,MID,1,655,17422,False,155.0,10.4,2.5,0.0,0
14682,MID,2,-875,16814,True,-105.0,10.8,1.6,0.0,0
15471,MID,10,612,17979,False,120.0,9.0,2.5,0.0,0
16272,MID,3,17874,36489,True,-20.0,51.6,2.9,21.0,1
17082,MID,1,13524,50871,False,60.0,5.6,1.4,0.0,0
17936,MID,1,14610,69805,False,165.0,14.6,45.3,2.0,0
18840,MID,2,9332,78069,True,-50.0,10.6,23.8,0.0,0
19535,MID,2,-2663,73803,False,-135.0,5.8,11.6,2.0,0
20388,MID,3,-3177,70979,True,25.0,16.0,4.6,2.0,1
21636,MID,3,5691,73339,False,120.0,3.6,3.5,4.0,1
22479,MID,2,1630,75220,False,95.0,10.6,4.5,0.0,0
23325,MID,10,-3439,72089,True,-245.0,24.4,26.1,9.0,0
24174,MID,2,22337,95888,False,120.0,55.8,0.9,21.0,0
25087,MID,5,570,95561,True,85.0,4.2,4.8,4.0,0
26152,MID,3,-6163,90852,True,75.0,23.8,16.0,17.0,1
27085,MID,2,-682,90840,False,150.0,5.8,14.6,4.0,0
28011,MID,2,3732,95948,True,-240.0,15.8,9.3,0.0,0
28012,MID,9,3732,95948,True,-155.0,14.4,27.3,2.0,0
29077,MID,3,4696,100711,False,120.0,47.4,4.1,27.0,1
34543,DEF,1,176,1473,True,30.0,0.0,0.0,0.0,0
39710,DEF,2,-80,3066,True,5.0,0.0,0.0,0.0,0
42617,DEF,6,-40,3285,True,-120.0,0.0,0.0,0.0,1
43382,DEF,15,92,3498,False,-115.0,12.0,0.3,0.0,1
44155,DEF,6,7195,11379,True,-75.0,48.2,0.2,35.0,1
44941,DEF,1,5279,17392,False,65.0,21.2,3.6,4.0,0
45739,DEF,2,8200,26633,True,5.0,12.0,0.1,4.0,0
49005,DEF,1,-1457,17392,True,-80.0,0.0,0.0,0.0,0
49824,DEF,2,-669,17265,False,35.0,19.8,0.6,0.0,0
51123,DEF,1,958,23655,True,0.0,17.6,10.5,18.0,0
52777,DEF,2,-756,16982,True,-120.0,24.4,0.1,0.0,0
53623,DEF,2,-374,16716,False,50.0,21.2,10.2,2.0,0
54474,DEF,1,-647,16187,True,-15.0,14.0,1.0,0.0,0
59389,DEF,1,-804,10877,False,-220.0,0.0,0.0,0.0,0
169,DEF,2,0,78870,False,45.0,10.6,0.0,4.0,0
29894,DEF,2,0,78870,False,95.0,19.4,0.0,0.0,0
811,DEF,2,-4429,84883,True,-90.0,19.4,0.0,0.0,0
30536,DEF,2,-4429,84883,True,0.0,8.2,0.0,0.0,0
1427,DEF,2,-2542,85875,False,45.0,8.2,0.0,0.0,0
31152,DEF,2,-2542,85875,False,-40.0,29.6,0.0,2.0,0
2117,DEF,11,13770,106163,False,90.0,29.6,0.0,2.0,0
31842,DEF,11,13770,106163,False,-90.0,65.0,3.2,19.0,0
2822,DEF,1,44731,165746,True,-265.0,65.0,3.2,19.0,0
32547,DEF,1,44731,165746,True,-260.0,26.4,0.2,17.0,0
4280,DEF,7,41860,229468,True,60.0,6.8,0.3,0.0,1
34005,DEF,7,41860,229468,True,30.0,22.4,10.3,2.0,1
5064,DEF,1,1994,224966,True,-180.0,22.4,10.3,2.0,0
34789,DEF,1,1994,224966,True,-160.0,9.0,0.1,0.0,0
6522,DEF,2,3378,233292,True,0.0,12.0,0.2,16.0,0
36247,DEF,2,3378,233292,True,0.0,16.6,0.7,17.0,0
7990,DEF,1,-27447,184567,True,0.0,0.0,0.0,0.0,0
37715,DEF,1,-27447,184567,True,0.0,17.8,0.4,0.0,0
8733,DEF,2,12191,202398,False,100.0,17.8,0.4,0.0,0
38458,DEF,2,12191,202398,False,-35.0,8.0,0.5,23.0,0
10236,DEF,2,-9362,189080,False,-25.0,0.0,0.0,0.0,0
39961,DEF,2,-9362,189080,False,-25.0,7.4,0.0,7.0,0
11734,DEF,5,-4981,182593,True,0.0,5.6,0.3,0.0,1
41459,DEF,5,-4981,182593,True,10.0,16.8,0.7,10.0,1
12423,DEF,6,-929,182200,True,-120.0,16.8,0.7,10.0,1
42148,DEF,6,-929,182200,True,-120.0,13.8,0.5,0.0,1
14689,DEF,1,-9468,163504,False,115.0,0.0,0.0,0.0,0
44414,DEF,1,-9468,163504,False,65.0,35.0,0.1,17.0,0
15478,DEF,2,-2178,162168,True,0.0,35.0,0.1,17.0,0
45203,DEF,2,-2178,162168,True,5.0,11.6,0.7,0.0,0
16279,DEF,1,-3845,158461,False,20.0,11.6,0.7,0.0,0
46004,DEF,1,-3845,158461,False,-25.0,11.6,11.6,6.0,0
17946,DEF,1,-4513,149815,False,80.0,2.6,0.3,0.0,0
47671,DEF,1,-4513,149815,False,80.0,10.2,0.6,0.0,0
18846,DEF,1,-1072,150167,True,0.0,10.2,0.6,0.0,0
48571,DEF,1,-1072,150167,True,-80.0,30.2,0.3,5.0,0
19542,DEF,8,-890,149888,False,50.0,30.2,0.3,5.0,0
49267,DEF,8,-890,149888,False,35.0,50.8,0.4,37.0,0
21172,DEF,2,11449,249988,True,-185.0,0.0,0.0,0.0,0
50897,DEF,2,11449,249988,True,0.0,10.8,0.1,0.0,0
22486,DEF,10,-4410,166955,True,-130.0,17.2,10.6,4.0,0
52211,DEF,10,-4410,166955,True,-120.0,46.2,0.3,33.0,0
23332,DEF,2,10673,178498,False,45.0,46.2,0.3,33.0,0
53057,DEF,2,10673,178498,False,50.0,19.8,1.1,0.0,0
24181,DEF,1,2679,181480,True,-75.0,19.8,1.1,0.0,0
53906,DEF,1,2679,181480,True,-15.0,2.8,0.3,0.0,0
26159,DEF,1,-5931,172077,True,-270.0,17.8,0.1,2.0,0
55884,DEF,1,-5931,172077,True,10.0,19.2,10.3,8.0,0
28020,DEF,2,-3665,165786,True,10.0,26.8,0.4,0.0,0
57745,DEF,2,-3665,165786,True,-175.0,24.2,0.3,2.0,0
29084,DEF,1,-4505,161604,False,-210.0,24.2,0.3,2.0,0
58809,DEF,1,-4505,161604,False,-220.0,15.2,0.2,0.0,0
653,DEF,6,0,266642,False,320.0,15.2,0.2,0.0,1
1249,DEF,6,87981,477500,True,75.0,3.6,14.5,2.0,1
1933,DEF,2,282609,816739,False,335.0,7.2,16.3,4.0,0
2636,DEF,2,245379,1114826,True,180.0,17.2,46.3,11.0,0
3353,DEF,2,64591,1205129,False,265.0,9.6,5.5,4.0,0
4071,DEF,11,60192,1283915,True,255.0,20.2,34.2,4.0,1
5600,DEF,2,-44486,1618757,False,15.0,8.4,22.0,7.0,0
6330,DEF,2,20093,1669338,True,145.0,8.2,6.1,0.0,0
7061,DEF,8,-80597,1590033,False,240.0,8.6,3.1,0.0,1
7794,DEF,2,106238,1723858,True,255.0,24.4,26.6,4.0,0
9284,DEF,2,-33692,1685700,True,-15.0,13.0,13.8,3.0,0
10037,DEF,1,-22710,1674426,True,125.0,11.4,13.6,2.0,0
10794,DEF,2,-38688,1638981,False,205.0,13.0,6.3,0.0,0
11552,DEF,2,48514,1697627,False,310.0,14.0,8.0,2.0,0
12239,DEF,1,13335,1723317,True,255.0,11.8,20.4,1.0,0
13709,DEF,2,37571,1615015,False,270.0,32.6,47.1,6.0,0
14482,DEF,6,105096,1730373,True,315.0,13.6,5.3,2.0,1
15269,DEF,6,82895,1827791,False,260.0,2.0,10.4,5.0,0
16877,DEF,2,-86560,1898779,False,265.0,0.0,0.0,0.0,0
17691,DEF,1,-25628,1878433,True,255.0,20.6,36.5,9.0,0
18670,DEF,7,-73863,1779792,True,165.0,4.4,22.5,0.0,0
18671,DEF,5,-73863,1779792,True,255.0,14.4,15.0,6.0,1
20154,DEF,2,-72077,1822528,True,135.0,0.0,0.0,0.0,0
21077,DEF,2,-80983,1743645,False,125.0,19.8,14.7,15.0,0
25903,DEF,14,3997,1071802,False,265.0,0.0,0.0,0.0,1
26864,DEF,8,166585,1248533,False,300.0,42.0,28.0,10.0,1
27723,DEF,2,231204,1479833,True,255.0,13.8,10.3,0.0,0
28854,DEF,6,163403,1652835,False,310.0,14.0,4.7,0.0,1
28855,DEF,7,163403,1652835,False,195.0,2.8,2.1,0.0,1
29720,DEF,2,-3560,1638831,True,210.0,14.2,12.5,6.0,0
257,MID,1,0,500290,True,250.0,0.0,0.0,0.0,0
29982,MID,1,0,500290,True,145.0,5.4,10.8,0.0,0
1517,MID,1,-126915,293748,True,175.0,0.0,0.0,0.0,0
31242,MID,1,-126915,293748,True,130.0,9.4,43.9,10.0,0
2917,MID,11,-41861,189360,False,270.0,0.0,0.0,0.0,1
32642,MID,11,-41861,189360,False,190.0,46.8,22.4,23.0,1
5162,MID,1,-9611,180007,True,-15.0,0.0,0.0,0.0,0
34887,MID,1,-9611,180007,True,-115.0,1.6,11.3,0.0,0
5890,MID,6,-20857,159436,False,240.0,1.6,11.3,0.0,0
35615,MID,6,-20857,159436,False,200.0,33.0,0.0,33.0,0
6621,MID,1,1509,162489,True,310.0,33.0,0.0,33.0,0
36346,MID,1,1509,162489,True,175.0,2.8,1.8,4.0,0
7353,MID,1,-7130,155714,False,260.0,2.8,1.8,4.0,0
37078,MID,1,-7130,155714,False,75.0,2.2,8.5,4.0,0
8093,MID,13,31602,191175,True,300.0,2.2,8.5,4.0,0
37818,MID,13,31602,191175,True,25.0,57.0,28.6,77.0,0
8836,MID,3,75664,270536,False,265.0,57.0,28.6,77.0,1
38561,MID,3,75664,270536,False,170.0,1.2,15.8,9.0,1
9587,MID,2,5917,273532,True,250.0,1.2,15.8,9.0,0
39312,MID,2,5917,273532,True,155.0,12.8,17.2,59.0,0
10340,MID,1,4471,278883,False,310.0,12.8,17.2,59.0,0
40065,MID,1,4471,278883,False,65.0,0.0,4.3,27.0,0
11098,MID,1,-38210,240350,False,205.0,0.0,4.3,27.0,0
40823,MID,1,-38210,240350,False,215.0,1.2,3.3,4.0,0
11829,MID,1,-22868,217842,True,140.0,1.2,3.3,4.0,0
41554,MID,1,-22868,217842,True,70.0,2.2,10.3,2.0,0
12518,MID,1,-19089,199328,False,125.0,2.2,10.3,2.0,0
42243,MID,1,-19089,199328,False,185.0,2.6,5.2,2.0,0
13248,MID,2,-7566,193427,True,205.0,2.6,5.2,2.0,0
42973,MID,2,-7566,193427,True,115.0,3.8,16.8,37.0,0
14020,MID,1,-8640,185083,False,310.0,3.8,16.8,37.0,0
43745,MID,1,-8640,185083,False,155.0,0.2,0.6,2.0,0
14798,MID,8,-9011,176563,True,250.0,0.2,0.6,2.0,1
44523,MID,8,-9011,176563,True,150.0,33.4,8.0,33.0,1
15590,MID,1,365,178270,False,300.0,33.4,8.0,33.0,0
45315,MID,1,365,178270,False,235.0,0.4,0.4,1.0,0
